heat_flux_time_[ms],heat_flux_[W/m^2],thermocouple1_time_[ms],thermocouple1_[degC],thermocouple2_time_[ms],thermocouple2_[deg_C]
0.192000,290.799827,0.191000,22.887500,0.127000,23.287500,
0.387000,391.569827,0.383000,22.887500,0.319000,23.287500,
0.579000,469.946493,0.574000,22.754167,0.511000,23.287500,
0.768000,533.095693,0.766000,22.709722,0.703000,23.287500,
0.960000,582.361027,0.958000,22.561574,0.894000,23.287500,
1.151000,622.221160,1.150000,22.395525,1.086000,23.287500,
1.344000,654.019693,1.342000,22.186008,1.278000,23.266667,
1.536000,680.443827,1.534000,22.003669,1.470000,23.280556,
1.727000,702.389293,1.726000,21.942890,1.662000,23.285185,
1.925000,716.721027,1.918000,21.768463,1.854000,23.265895,
2.111000,732.396360,2.110000,21.443654,2.046000,23.259465,
2.305000,745.832360,2.302000,21.239551,2.239000,23.278155,
2.498000,755.685427,2.494000,21.017350,2.430000,23.263552,
2.691000,762.851293,2.686000,20.964117,2.622000,23.279517,
2.880000,769.569293,2.878000,20.679706,2.814000,23.284839,
3.077000,772.704360,3.071000,20.584902,3.007000,23.286613,
3.264000,774.047960,3.263000,20.419967,3.199000,23.287204,
3.457000,780.765960,3.455000,20.248322,3.391000,23.404068,
3.651000,783.901027,3.647000,20.191107,3.583000,23.326356,
3.841000,787.483960,3.839000,20.038702,3.775000,23.300452,
4.033000,788.827560,4.031000,19.854567,3.967000,23.291817,
4.226000,790.619027,4.223000,19.793189,4.159000,23.405606,
4.418000,791.514760,4.415000,19.639396,4.351000,23.326869,
4.614000,791.962627,4.607000,19.454799,4.543000,23.417290,
4.801000,791.962627,4.798000,19.276600,4.735000,23.447430,
4.993000,791.962627,4.991000,19.196367,4.927000,23.436643,
5.187000,791.962627,5.183000,19.036289,5.119000,23.433048,
5.377000,790.619027,5.374000,19.003763,5.311000,23.452683,
5.571000,791.066893,5.567000,18.838754,5.503000,23.438394,
5.760000,790.619027,5.758000,18.783751,5.695000,23.433631,
5.952000,786.588227,5.950000,18.632084,5.887000,23.432044,
6.145000,788.827560,6.142000,18.581528,6.079000,23.431515,
6.335000,783.901027,6.334000,18.564676,6.271000,23.431338,
6.531000,784.348893,6.527000,18.425725,6.463000,23.431279,
6.721000,780.765960,6.718000,18.246075,6.655000,23.431260,
6.913000,778.974493,6.910000,18.186192,6.847000,23.431253,
7.107000,773.152227,7.103000,18.049564,7.038000,23.431251,
7.296000,774.495827,7.294000,18.024855,7.231000,23.585417,
7.491000,770.017160,7.487000,18.016618,7.423000,23.636806,
7.681000,774.047960,7.678000,17.880539,7.615000,23.653935,
7.872000,772.704360,7.870000,17.814346,7.807000,23.638812,
8.064000,770.465027,8.062000,17.679782,7.999000,23.654604,
8.257000,770.912893,8.254000,17.614094,8.191000,23.639035,
8.451000,768.673560,8.447000,17.458865,8.383000,23.633845,
8.643000,766.882093,8.638000,17.407122,8.575000,23.632115,
8.834000,765.538493,8.830000,17.389874,8.767000,23.631538,
