heat_flux_time_[ms],heat_flux_[W/m^2],thermocouple1_time_[ms],thermocouple1_[degC],thermocouple2_time_[ms],thermocouple2_[deg_C]
0.192000,633.417827,0.190000,22.487500,0.127000,23.287500,
0.385000,718.960360,0.382000,22.487500,0.319000,23.287500,
0.577000,786.140360,0.574000,22.370833,0.511000,23.287500,
0.772000,839.436493,0.767000,22.065278,0.703000,23.287500,
0.960000,874.817960,0.958000,21.830093,0.895000,23.287500,
1.153000,907.064360,1.150000,21.485031,1.087000,23.287500,
1.347000,930.353427,1.343000,21.253344,1.279000,23.287500,
1.536000,946.476627,1.534000,21.042781,1.471000,23.287500,
1.736000,954.986093,1.726000,20.839260,1.663000,23.287500,
1.922000,970.661427,1.919000,20.638087,1.856000,23.287500,
2.113000,983.649560,2.111000,20.437696,2.047000,23.287500,
2.308000,988.128227,2.303000,20.254232,2.239000,23.287500,
2.499000,993.950493,2.495000,20.059744,2.431000,23.287500,
2.688000,999.324893,2.687000,19.861581,2.623000,23.287500,
2.880000,1002.907827,2.879000,19.662194,2.815000,23.287500,
3.074000,1004.251427,3.071000,19.462398,3.007000,23.287500,
3.268000,1006.042893,3.263000,19.279133,3.199000,23.287500,
3.457000,1007.386493,3.455000,19.084711,3.391000,23.287500,
3.652000,1006.938627,3.647000,19.019904,3.583000,23.287500,
3.841000,1004.699293,3.839000,18.864968,3.775000,23.287500,
4.034000,1002.012093,4.031000,18.679989,3.967000,23.287500,
4.224000,1001.116360,4.222000,18.484996,4.159000,23.404167,
4.418000,998.429160,4.414000,18.419999,4.351000,23.443056,
4.612000,997.981293,4.607000,18.265000,4.543000,23.456019,
4.801000,995.741960,4.798000,18.096667,4.735000,23.460340,
4.992000,994.846227,4.990000,18.040556,4.927000,23.461780,
5.184000,992.159027,5.182000,17.888519,5.119000,23.462260,
5.377000,990.367560,5.374000,17.837840,5.311000,23.462420,
5.570000,986.336760,5.567000,17.687613,5.503000,23.462473,
5.761000,982.305960,5.758000,17.637538,5.695000,23.462491,
5.952000,978.723027,5.950000,17.487513,5.887000,23.462497,
6.145000,976.931560,6.142000,17.437504,6.079000,23.462499,
6.336000,974.244360,6.334000,17.287501,6.271000,23.595833,
6.531000,971.557160,6.527000,17.237500,6.463000,23.640278,
6.719000,965.734893,6.718000,17.104167,6.655000,23.655093,
6.912000,961.256227,6.910000,17.059722,6.847000,23.660031,
7.107000,956.777560,7.103000,16.911574,7.039000,23.661677,
7.296000,952.298893,7.294000,16.862191,7.231000,23.662226,
7.487000,949.163827,7.486000,16.712397,7.423000,23.662409,
7.680000,944.685160,7.678000,16.662466,7.615000,23.795803,
7.872000,939.310760,7.870000,16.645822,7.806000,23.706934,
8.063000,939.758627,8.062000,16.640274,7.998000,23.810645,
