heat_flux_time_[ms],heat_flux_[W/m^2],thermocouple1_time_[ms],thermocouple1_[degC],thermocouple2_time_[ms],thermocouple2_[deg_C]
0.194000,763.612667,0.192000,22.312500,0.128000,24.262500,
0.388000,842.437200,0.385000,22.045833,0.320000,24.262500,
0.578000,904.690667,0.576000,21.556944,0.512000,24.262500,
0.772000,955.747467,0.769000,21.143981,0.705000,24.262500,
0.962000,992.024667,0.961000,20.739660,0.897000,24.262500,
1.160000,1027.406133,1.154000,20.354887,1.089000,24.262500,
1.350000,1051.590933,1.345000,19.959962,1.282000,24.262500,
1.539000,1070.849200,1.537000,19.694987,1.474000,24.262500,
1.734000,1087.420267,1.730000,19.356662,1.666000,24.262500,
1.925000,1099.960533,1.922000,18.977221,1.859000,24.262500,
2.119000,1111.157200,2.115000,18.717407,2.051000,24.262500,
2.310000,1119.218800,2.307000,18.497469,2.243000,24.262500,
2.503000,1125.488933,2.499000,18.153323,2.435000,24.241667,
2.696000,1130.415467,2.692000,17.926108,2.627000,24.255556,
2.888000,1133.998400,2.884000,17.717036,2.820000,24.260185,
3.080000,1135.342000,3.076000,17.514012,3.012000,24.261728,
3.272000,1137.581333,3.268000,17.313004,3.205000,24.262243,
3.464000,1137.581333,3.461000,17.129335,3.397000,24.262414,
3.656000,1138.029200,3.653000,16.934778,3.589000,24.262471,
3.847000,1138.924933,3.845000,16.736593,3.782000,24.262490,
4.039000,1138.477067,4.038000,16.537198,3.974000,24.262497,
4.232000,1138.477067,4.230000,16.470733,4.166000,24.379166,
4.423000,1134.894133,4.422000,16.315244,4.359000,24.301389,
4.617000,1136.237733,4.615000,16.146748,4.551000,24.392130,
4.808000,1133.998400,4.807000,15.936416,4.744000,24.401543,
5.003000,1131.311200,5.000000,15.732972,4.936000,24.404681,
5.193000,1129.071867,5.192000,15.665157,5.128000,24.405727,
5.389000,1125.936800,5.385000,15.509219,5.321000,24.406076,
5.578000,1123.697467,5.576000,15.323906,5.513000,24.406192,
5.770000,1122.353867,5.769000,15.282969,5.705000,24.427064,
5.962000,1119.666667,5.961000,15.115156,5.898000,24.413188,
6.155000,1116.979467,6.153000,14.963385,6.090000,24.429396,
6.349000,1115.635867,6.347000,14.912795,6.282000,24.434799,
6.542000,1112.052933,6.539000,14.762598,6.475000,24.436600,
6.736000,1109.813600,6.732000,14.712533,6.667000,24.570533,
6.925000,1104.439200,6.923000,14.562511,6.860000,24.615178,
7.118000,1102.647733,7.116000,14.512504,7.052000,24.630059,
7.315000,1099.064800,7.308000,14.341668,7.244000,24.614186,
7.503000,1091.451067,7.500000,14.305556,7.437000,24.629729,
7.694000,1083.389467,7.692000,14.139352,7.629000,24.614076,
7.889000,1086.972400,7.885000,14.104784,7.821000,24.629692,
8.079000,1086.524533,8.077000,13.955761,8.014000,24.614064,
8.274000,1081.598000,8.270000,13.926920,8.206000,24.629688,
8.464000,1078.015067,8.462000,13.783973,8.398000,24.634896,
8.659000,1075.327867,8.654000,13.736324,8.590000,24.769965,
8.847000,1071.744933,8.846000,13.587108,8.783000,24.814988,
9.039000,1068.609867,9.038000,13.537369,8.975000,24.829996,
9.232000,1062.787600,9.231000,13.387456,9.167000,24.834999,
9.425000,1057.861067,9.423000,13.337485,9.360000,24.836666,
9.623000,1058.308933,9.616000,13.320828,9.552000,24.837222,
9.813000,1056.517467,9.808000,13.181943,9.744000,24.837407,
10.004000,1052.038800,10.000000,13.135648,9.936000,24.837469,
10.194000,1047.112267,10.192000,13.003549,10.129000,24.970823,
10.386000,1024.718933,10.385000,12.959516,10.321000,25.015274,
10.579000,1013.074400,10.577000,12.944839,10.513000,25.030091,
