heat_flux_time_[ms],heat_flux_[W/m^2],thermocouple1_time_[ms],thermocouple1_[degC],thermocouple2_time_[ms],thermocouple2_[deg_C]
0.196000,433.221427,0.194000,23.368750,0.129000,24.743750,
0.390000,550.562493,0.388000,23.252083,0.324000,24.610417,
0.583000,635.209293,0.581000,23.079861,0.517000,24.565972,
0.774000,698.358493,0.773000,22.889120,0.709000,24.551157,
0.967000,746.728093,0.965000,22.692207,0.902000,24.546219,
1.161000,783.901027,1.157000,22.493236,1.094000,24.544573,
1.351000,813.012360,1.350000,22.310245,1.286000,24.544024,
1.544000,836.301427,1.542000,21.982582,1.479000,24.543841,
1.738000,852.424627,1.735000,21.740027,1.671000,24.543780,
1.928000,868.547827,1.927000,21.525842,1.863000,24.543760,
2.123000,879.296627,2.119000,21.321114,2.055000,24.543753,
2.313000,887.358227,2.311000,21.136205,2.248000,24.543751,
2.506000,894.971960,2.504000,20.941235,2.440000,24.543750,
2.698000,902.137827,2.696000,20.742912,2.632000,24.543750,
2.890000,905.272893,2.888000,20.543471,2.825000,24.543750,
3.085000,909.751560,3.081000,20.476990,3.017000,24.543750,
3.276000,913.782360,3.273000,20.321497,3.209000,24.543750,
3.467000,918.261027,3.465000,20.152999,3.401000,24.543750,
3.659000,923.635427,3.657000,19.963500,3.594000,24.543750,
3.851000,926.322627,3.850000,19.767000,3.786000,24.543750,
4.043000,930.801293,4.042000,19.701500,3.978000,24.543750,
4.247000,933.488493,4.235000,19.546333,4.171000,24.677083,
4.428000,934.384227,4.427000,19.361278,4.363000,24.588194,
4.621000,933.936360,4.619000,19.182926,4.555000,24.691898,
4.813000,934.384227,4.811000,18.990142,4.748000,24.726466,
5.007000,933.936360,5.004000,18.925881,4.940000,24.737989,
5.200000,933.488493,5.196000,18.771127,5.132000,24.741830,
5.391000,934.384227,5.388000,18.719542,5.325000,24.743110,
5.583000,935.279960,5.581000,18.569014,5.517000,24.743537,
5.774000,934.384227,5.773000,18.518838,5.709000,24.743679,
5.969000,932.592760,5.965000,18.368779,5.902000,24.743726,
6.163000,931.249160,6.157000,18.185426,6.094000,24.743742,
6.353000,929.905560,6.350000,18.124309,6.286000,24.743747,
6.544000,930.353427,6.542000,17.987270,6.478000,24.743749,
6.738000,929.905560,6.734000,17.808257,6.671000,24.743750,
6.928000,928.114093,6.926000,17.748586,6.863000,24.743750,
7.120000,926.322627,7.119000,17.595362,7.055000,24.877083,
7.315000,925.426893,7.311000,17.544287,7.248000,24.921528,
7.506000,924.083293,7.503000,17.393929,7.440000,24.936343,
7.697000,921.396093,7.696000,17.343810,7.632000,24.941281,
7.890000,918.708893,7.888000,17.193770,7.824000,24.942927,
8.082000,916.469560,8.080000,17.027090,8.017000,24.943476,
8.276000,914.230227,8.273000,16.971530,8.209000,24.943659,
8.467000,911.543027,8.465000,16.953010,8.402000,24.943720,
8.660000,908.407960,8.657000,16.813503,8.594000,24.943740,
8.851000,905.720760,8.850000,16.767001,8.786000,24.943747,
9.046000,903.481427,9.042000,16.618167,8.978000,24.943749,
9.240000,900.794227,9.234000,16.568556,9.171000,25.077083,
9.428000,897.659160,9.427000,16.552019,9.363000,25.121528,
9.620000,894.076227,9.619000,16.413173,9.555000,25.136343,
9.814000,891.389027,9.811000,16.366891,9.748000,25.141281,
10.006000,888.701827,10.004000,16.218130,9.940000,25.142927,
10.198000,886.014627,10.196000,16.168543,10.133000,25.143476,
10.390000,883.775293,10.388000,16.152014,10.325000,25.276992,
10.585000,881.088093,10.581000,16.029838,10.517000,25.321497,
10.776000,878.400893,10.773000,15.989113,10.710000,25.336332,
10.967000,876.161560,10.966000,15.842204,10.902000,25.341277,
11.160000,873.474360,11.158000,15.793235,11.094000,25.342926,
11.352000,870.787160,11.350000,15.643578,11.287000,25.343475,
11.547000,868.099960,11.543000,15.593693,11.479000,25.343658,
11.738000,865.412760,11.735000,15.577064,11.672000,25.343719,
11.929000,862.277693,11.928000,15.438188,11.864000,25.343740,
12.121000,860.038360,12.120000,15.391896,12.056000,25.343747,
12.314000,859.142627,12.312000,15.376465,12.249000,25.343749,
12.508000,856.903293,12.505000,15.237988,12.441000,25.343750,
12.699000,854.663960,12.697000,15.191829,12.634000,25.460417,
12.893000,852.424627,12.890000,15.176443,12.826000,25.499306,
13.087000,850.633160,13.082000,15.037981,13.018000,25.512269,
13.276000,848.841693,13.274000,14.991827,13.211000,25.516590,
13.469000,847.050227,13.467000,14.976442,13.403000,25.518030,
13.663000,845.258760,13.659000,14.854647,13.596000,25.651843,
13.855000,843.019427,13.852000,14.814049,13.788000,25.563114,
14.045000,840.332227,14.044000,14.800516,13.980000,25.666871,
14.239000,837.645027,14.236000,14.796005,14.173000,25.701457,
14.430000,835.853560,14.429000,14.661168,14.365000,25.712986,
14.623000,833.614227,14.621000,14.616223,14.558000,25.716829,
14.818000,831.374893,14.814000,14.467908,14.750000,25.718110,
15.009000,829.583427,15.006000,14.418469,14.942000,25.718537,
15.203000,827.791960,15.198000,14.401990,15.135000,25.718679,
15.393000,825.552627,15.391000,14.396497,15.327000,25.718726,
15.584000,823.313293,15.583000,14.394666,15.519000,25.852075,
15.780000,821.521827,15.776000,14.394055,15.712000,25.896525,
15.969000,818.834627,15.968000,14.260518,15.904000,25.911342,
16.162000,816.595293,16.160000,14.216006,16.097000,25.916281,
16.355000,813.460227,16.354000,14.201169,16.290000,25.917927,
16.549000,811.220893,16.546000,14.196223,16.482000,25.918476,
16.740000,808.981560,16.738000,14.061241,16.675000,25.918659,
16.933000,806.742227,16.931000,14.016247,16.867000,25.918720,
17.126000,804.502893,17.123000,14.001249,17.059000,25.918740,
17.318000,802.263560,17.315000,13.879583,17.252000,25.918747,
17.509000,800.919960,17.508000,13.955694,17.444000,26.052082,
17.702000,798.680627,17.700000,13.864398,17.637000,26.096527,
17.894000,795.993427,17.893000,13.833966,17.829000,26.111342,
18.086000,795.545560,18.085000,13.823822,18.021000,26.116281,
18.281000,792.858360,18.278000,13.687107,18.214000,26.117927,
18.474000,789.275427,18.470000,13.641536,18.406000,26.118476,
18.664000,786.140360,18.662000,13.626345,18.599000,26.118659,
18.856000,783.901027,18.855000,13.621282,18.791000,26.252053,
19.048000,781.661693,19.047000,13.486261,18.983000,26.296518,
19.241000,779.422360,19.239000,13.574587,19.176000,26.311339,
19.435000,777.183027,19.432000,13.470696,19.368000,26.316280,
19.631000,775.391560,19.624000,13.436065,19.561000,26.317927,
19.818000,772.256493,19.817000,13.424522,19.753000,26.318476,
20.012000,769.569293,20.009000,13.420674,19.945000,26.318659,
20.203000,765.538493,20.201000,13.419391,20.138000,26.435386,
20.397000,762.851293,20.394000,13.285630,20.330000,26.357629,
20.588000,758.820493,20.586000,13.241043,20.522000,26.448376,
20.782000,755.237560,20.778000,13.226181,20.715000,26.478625,
20.972000,751.654627,20.971000,13.221227,20.907000,26.488708,
21.165000,747.175960,21.163000,13.219576,21.100000,26.492069,
21.359000,744.488760,21.356000,13.219025,21.292000,26.626523,
21.550000,740.010093,21.548000,13.085508,21.484000,26.671341,
21.744000,741.801560,21.741000,13.041003,21.677000,26.686280,
21.935000,740.010093,21.933000,13.026168,21.869000,26.824593,
22.128000,738.218627,22.125000,13.021223,22.062000,26.870698,
22.319000,736.875027,22.318000,13.019574,22.254000,27.019399,
22.512000,735.083560,22.510000,12.902358,22.446000,27.068966,
22.704000,733.292093,22.703000,12.863286,22.639000,27.085489,
22.898000,729.709160,22.895000,12.850262,22.831000,27.224330,
23.090000,727.021960,23.087000,12.845921,23.024000,27.270610,
23.281000,726.574093,23.280000,12.844474,23.216000,27.286037,
23.473000,725.678360,23.472000,12.843991,23.408000,27.407846,
23.666000,723.886893,23.664000,12.843830,23.601000,27.448449,
23.859000,721.647560,23.857000,12.843777,23.793000,27.461983,
24.052000,719.408227,24.049000,12.843759,23.985000,27.466494,
24.243000,716.721027,24.242000,12.710420,24.178000,27.601331,
24.436000,712.242360,24.434000,12.665973,24.370000,27.646277,
24.631000,709.107293,24.627000,12.651158,24.563000,27.661259,
24.822000,705.972227,24.819000,12.646219,24.755000,27.666253,
25.015000,705.076493,25.012000,12.644573,24.947000,27.667918,
25.205000,703.732893,25.203000,12.644024,25.140000,27.801806,
25.397000,702.837160,25.396000,12.643841,25.332000,27.846435,
25.589000,701.045693,25.588000,12.643780,25.525000,27.861312,
25.783000,698.806360,25.781000,12.643760,25.717000,27.999604,
25.975000,696.119160,25.973000,12.510420,25.909000,28.045701,
26.169000,694.327693,26.165000,12.465973,26.102000,28.061067,
26.360000,692.536227,26.358000,12.451158,26.294000,28.066189,
26.552000,690.296893,26.550000,12.446219,26.486000,28.067896,
26.747000,688.953293,26.742000,12.444573,26.679000,28.068465,
26.939000,686.713960,26.935000,12.444024,26.871000,28.201988,
27.129000,682.683160,27.127000,12.443841,27.064000,28.246496,
27.324000,679.100227,27.320000,12.443780,27.256000,28.261332,
27.514000,675.517293,27.512000,12.443760,27.448000,28.266277,
27.706000,673.277960,27.704000,12.443753,27.641000,28.267926,
27.898000,672.382227,27.897000,12.310418,27.833000,28.401809,
28.091000,671.038627,28.089000,12.265973,28.026000,28.446436,
28.286000,669.247160,28.282000,12.251158,28.219000,28.461312,
28.476000,668.351427,28.474000,12.246219,28.410000,28.466271,
28.668000,667.007827,28.666000,12.244573,28.603000,28.467924,
28.861000,665.664227,28.859000,12.244024,28.795000,28.468475,
29.053000,664.320627,29.051000,12.243841,28.988000,28.468658,
29.245000,662.529160,29.244000,12.243780,29.180000,28.468719,
29.438000,661.185560,29.436000,12.243760,29.372000,28.585406,
29.641000,659.841960,29.628000,12.243753,29.564000,28.624302,
29.823000,657.602627,29.821000,12.110418,29.757000,28.770601,
30.015000,654.467560,30.013000,12.065973,29.950000,28.819367,
30.207000,653.571827,30.206000,12.051158,30.142000,28.835622,
30.399000,653.123960,30.398000,12.046219,30.334000,28.841041,
30.592000,650.436760,30.590000,12.044573,30.527000,28.842847,
30.785000,647.749560,30.783000,12.044024,30.719000,28.976782,
30.978000,645.510227,30.975000,12.043841,30.911000,29.021427,
31.169000,644.614493,31.167000,12.043780,31.104000,29.036309,
31.361000,641.927293,31.360000,12.043760,31.296000,29.174603,
31.554000,640.583693,31.552000,12.043753,31.489000,29.220701,
31.747000,637.000760,31.745000,12.043751,31.681000,29.236067,
31.943000,635.657160,31.937000,12.043750,31.873000,29.241189,
32.140000,635.209293,32.129000,11.910417,32.066000,29.376230,
32.322000,635.657160,32.322000,11.999306,32.258000,29.421243,
32.516000,636.552893,32.514000,12.028935,32.450000,29.436248,
32.708000,635.657160,32.707000,11.905478,32.643000,29.441249,
32.908000,632.969960,32.901000,11.864326,32.836000,29.442916,
33.094000,630.730627,33.091000,11.850609,33.028000,29.560139,
33.288000,626.251960,33.284000,11.979370,33.220000,29.482546,
33.480000,621.773293,33.476000,11.888957,33.412000,29.573349,
33.672000,616.846760,33.668000,11.858819,33.605000,29.603616,
33.863000,612.368093,33.862000,11.848773,33.798000,29.613705,
34.056000,607.889427,34.054000,11.845424,33.990000,29.617068,
34.247000,605.202227,34.246000,11.844308,34.183000,29.751523,
34.440000,602.067160,34.438000,11.843936,34.375000,29.796341,
34.632000,599.827827,34.631000,11.843812,34.567000,29.811280,
34.826000,598.036360,34.823000,11.843771,34.759000,29.816260,
35.017000,594.453427,35.015000,11.843757,34.952000,29.817920,
35.209000,594.005560,35.208000,11.843752,35.144000,29.818473,
35.402000,590.422627,35.400000,11.843751,35.336000,29.818658,
35.594000,587.287560,35.593000,11.843750,35.529000,29.952053,
35.787000,585.048227,35.785000,11.843750,35.721000,29.996518,
35.979000,585.048227,35.978000,11.843750,35.914000,30.011339,
36.174000,584.152493,36.172000,11.843750,36.108000,30.016280,
36.368000,582.361027,36.367000,11.843750,36.302000,30.017927,
36.566000,579.225960,36.562000,11.843750,36.497000,30.151809,
36.759000,574.299427,36.757000,11.727083,36.692000,30.196436,
36.956000,574.299427,36.952000,11.688194,36.887000,30.211312,
37.148000,572.955827,37.147000,11.675231,37.082000,30.216271,
37.345000,570.716493,37.342000,11.670910,37.277000,30.217924,
37.539000,567.581427,37.537000,11.648637,37.472000,30.330975,
37.737000,566.237827,37.732000,11.662046,37.667000,30.389492,
37.934000,565.342093,37.927000,11.645682,37.862000,30.388164,
38.126000,563.550627,38.122000,11.640227,38.057000,30.387721,
38.319000,563.998493,38.317000,11.638409,38.252000,30.387574,
38.517000,563.550627,38.512000,11.637803,38.447000,30.387525,
38.712000,563.550627,38.707000,11.637601,38.642000,30.387508,
38.903000,562.654893,38.902000,11.637534,38.837000,30.504169,
39.099000,560.863427,39.097000,11.637511,39.032000,30.543056,
39.295000,558.624093,39.292000,11.637504,39.227000,30.556019,
39.488000,556.832627,39.486000,11.637501,39.422000,30.560340,
39.686000,554.593293,39.682000,11.637500,39.617000,30.695113,
39.877000,552.353960,39.876000,11.637500,39.812000,30.740038,
40.075000,552.353960,40.072000,11.637500,40.007000,30.755013,
40.268000,551.906093,40.266000,11.637500,40.202000,30.760004,
40.465000,551.010360,40.461000,11.637500,40.396000,30.761668,
40.658000,550.562493,40.656000,11.637500,40.592000,30.762223,
40.859000,549.666760,40.852000,11.637500,40.787000,30.895741,
41.048000,547.427427,41.046000,11.637500,40.982000,30.940247,
41.246000,544.740227,41.241000,11.637500,41.177000,30.955082,
41.438000,539.365827,41.436000,11.637500,41.372000,30.960027,
41.633000,534.887160,41.631000,11.637500,41.567000,31.095009,
41.828000,532.647827,41.826000,11.637500,41.762000,31.140003,
42.026000,536.678627,42.022000,11.637500,41.957000,31.155001,
42.218000,537.126493,42.217000,11.637500,42.152000,31.160000,
42.413000,534.439293,42.412000,11.637500,42.347000,31.295000,
42.608000,534.887160,42.607000,11.637500,42.542000,31.206667,
42.804000,533.991427,42.802000,11.637500,42.737000,31.310556,
42.998000,533.095693,42.997000,11.637500,42.932000,31.345185,
43.194000,530.856360,43.192000,11.637500,43.127000,31.356728,
43.390000,528.617027,43.387000,11.637500,43.322000,31.360576,
43.584000,526.377693,43.582000,11.637500,43.517000,31.495192,
43.779000,525.481960,43.777000,11.637500,43.712000,31.540064,
43.977000,525.034093,43.972000,11.637500,43.907000,31.555021,
44.170000,524.586227,44.167000,11.637500,44.102000,31.560007,
44.366000,521.003293,44.362000,11.637500,44.297000,31.561669,
44.560000,516.076760,44.557000,11.637500,44.493000,31.562223,
44.754000,512.493827,44.752000,11.637500,44.688000,31.562408,
44.949000,510.702360,44.947000,11.637500,44.883000,31.679136,
45.144000,512.045960,45.142000,11.637500,45.078000,31.718045,
45.340000,512.493827,45.338000,11.637500,45.273000,31.731015,
45.537000,513.389560,45.533000,11.637500,45.468000,31.735338,
45.730000,508.910893,45.728000,11.637500,45.663000,31.736779,
45.925000,504.432227,45.923000,11.637500,45.858000,31.737260,
46.121000,504.432227,46.118000,11.637500,46.053000,31.737420,
46.317000,503.984360,46.313000,11.637500,46.249000,31.870807,
46.509000,501.297160,46.508000,11.637500,46.443000,31.915269,
46.704000,498.609960,46.703000,11.637500,46.638000,31.930090,
46.901000,494.131293,46.898000,11.637500,46.833000,31.935030,
47.095000,493.235560,47.093000,11.637500,47.028000,31.936677,
47.290000,492.787693,47.288000,11.637500,47.223000,32.070559,
47.485000,491.444093,47.483000,11.637500,47.419000,32.115186,
47.683000,490.100493,47.678000,11.637500,47.613000,32.130062,
47.875000,490.548360,47.873000,11.637500,47.809000,32.135021,
48.070000,490.548360,48.068000,11.637500,48.004000,32.136674,
48.266000,489.204760,48.263000,11.637500,48.199000,32.137225,
48.460000,488.309027,48.458000,11.637500,48.394000,32.137408,
48.654000,483.382493,48.654000,11.637500,48.589000,32.270803,
48.851000,479.799560,48.849000,11.637500,48.784000,32.315268,
49.045000,479.351693,49.044000,11.637500,48.979000,32.330089,
49.247000,480.695293,49.239000,11.637500,49.174000,32.335030,
49.435000,481.143160,49.434000,11.637500,49.369000,32.336677,
49.631000,481.591027,49.629000,11.637500,49.564000,32.337226,
49.827000,483.382493,49.824000,11.637500,49.759000,32.337409,
50.020000,481.143160,50.019000,11.637500,49.954000,32.470803,
50.215000,475.768760,50.214000,11.637500,50.149000,32.515268,
50.411000,473.977293,50.409000,11.637500,50.344000,32.530089,
50.609000,471.737960,50.604000,11.637500,50.539000,32.535030,
50.804000,473.529427,50.800000,11.637500,50.735000,32.536677,
50.996000,474.425160,50.994000,11.637500,50.930000,32.537226,
51.191000,473.977293,51.189000,11.637500,51.125000,32.654075,
51.390000,474.425160,51.386000,11.637500,51.321000,32.693025,
51.582000,472.633693,51.580000,11.637500,51.516000,32.706008,
51.777000,470.842227,51.775000,11.637500,51.711000,32.710336,
