1481574420, 574825048, 6943, 28959, 36127, 29215, 23327, 6943, 25119, 28191, 27167, 23071, 6943, 24607, 27679, 27423, 24095, 9247, 25887, 29727, 31519, 26655, 10783, 25119, 33055, 40223, 28703, 
1481574430, 595509052, 5407, 26655, 32799, 26911, 20767, 4127, 22303, 25631, 23839, 20511, 5407, 22559, 25119, 24607, 22047, 6943, 22559, 26655, 28447, 24351, 9503, 23071, 30751, 37919, 25887, 
1481574440, 616421937, 3615, 25119, 31775, 25119, 18207, 2335, 20767, 23583, 22815, 18719, 3871, 20767, 23071, 23327, 19743, 4639, 21023, 25375, 26655, 22559, 6687, 21535, 28959, 36383, 24863, 
1481574450, 637303113, 24863, 45855, 52255, 46367, 40223, 23583, 41759, 45855, 43551, 39711, 23839, 40223, 44319, 43551, 41247, 25375, 41247, 46111, 46879, 42527, 27167, 40991, 49695, 56607, 45855, 
1481574460, 696307897, 36383, 58143, 63519, 57375, 50975, 34591, 53279, 57375, 54559, 51231, 34847, 52767, 55327, 53791, 53535, 36895, 52767, 56863, 57375, 54047, 38175, 52511, 60959, 1312, 56351, 
1481574470, 717547893, 36127, 58399, 63007, 56863, 50975, 35103, 53279, 56607, 55327, 50719, 35359, 51999, 54815, 55071, 52511, 36895, 52511, 56863, 57631, 54303, 38175, 52511, 61215, 1824, 56607, 
1481574480, 737989902, 32799, 55071, 60703, 55327, 49695, 31775, 50719, 54047, 53023, 48671, 30751, 49439, 52767, 52511, 50463, 33823, 49695, 54559, 55583, 51231, 35359, 49951, 58655, 65055, 54559, 
1481574490, 758820056, 32287, 53791, 59679, 53791, 47391, 30751, 49695, 53023, 51999, 47647, 31519, 48415, 50975, 51231, 48415, 32799, 48415, 53791, 54047, 49951, 34847, 48927, 58143, 64031, 53535, 
1481574500, 779447078, 30495, 52511, 57887, 52255, 45855, 29727, 47647, 50975, 49695, 46111, 29727, 46623, 49951, 48927, 47647, 31007, 46879, 51999, 52255, 48415, 33311, 47391, 55839, 61727, 51999, 
1481574510, 800529956, 28703, 50463, 56351, 50719, 44575, 28191, 45343, 49695, 48415, 43295, 28191, 44831, 48159, 47647, 45087, 29471, 45343, 49951, 51231, 46879, 31775, 45599, 53535, 59935, 49695, 
1481574520, 859868049, 27679, 49951, 55583, 49183, 43295, 25375, 44831, 48671, 46879, 42783, 26911, 44575, 47647, 46367, 44831, 27935, 44831, 49695, 49951, 45855, 29215, 45087, 53535, 59167, 49183, 
