1481574420, 574825048, 58142, 58654, 58654, 58398, 58398, 58910, 59678, 58398, 58910, 59678, 58654, 59934, 59422, 59422, 59934, 59934, 61214, 60446, 59934, 60446, 60958, 61470, 61726, 62494, 61726, 
1481574430, 595509052, 55838, 56350, 56094, 56862, 55582, 56094, 56862, 57630, 57118, 57374, 57374, 56862, 57630, 57118, 57886, 57630, 58910, 58142, 58654, 58398, 58654, 58398, 58654, 59934, 59678, 
1481574440, 616421937, 54558, 55070, 54814, 54046, 54302, 54558, 55326, 55326, 54046, 55070, 54558, 55326, 55582, 55070, 55838, 56094, 56862, 56606, 56094, 56350, 56094, 56862, 57630, 57886, 57630, 
1481574450, 637303113, 7967, 8479, 7711, 7711, 8223, 10015, 9503, 9759, 10015, 9503, 9503, 9503, 10271, 9759, 10015, 9759, 10527, 11295, 10015, 10527, 11039, 12063, 12063, 11551, 11807, 
1481574460, 696307897, 19487, 20511, 20511, 19231, 19999, 21023, 21279, 21279, 21279, 21279, 22047, 21791, 22303, 21023, 21535, 22047, 22047, 22815, 22559, 23071, 22303, 23071, 24351, 23583, 23583, 
1481574470, 717547893, 20767, 20255, 20255, 19231, 19231, 21535, 21535, 20767, 22303, 21791, 22047, 22047, 22047, 21279, 21535, 22559, 22815, 22815, 22559, 22815, 23583, 23071, 23583, 24095, 23839, 
1481574480, 737989902, 17695, 17695, 18463, 16927, 16927, 19487, 19487, 19999, 18463, 18463, 19231, 19487, 20255, 18975, 19231, 19999, 21023, 20255, 19231, 20255, 21023, 21791, 22047, 22047, 21535, 
1481574490, 758820056, 17183, 17183, 16927, 15135, 15903, 17951, 18463, 17695, 17951, 17695, 18719, 18463, 18975, 17951, 18463, 18719, 19743, 18975, 18463, 19231, 19743, 20767, 19487, 19999, 19743, 
1481574500, 779447078, 15135, 14879, 15647, 13087, 14367, 16415, 16415, 16927, 15903, 16415, 16415, 16159, 17439, 15903, 16415, 16671, 16927, 17439, 17439, 17951, 18207, 18975, 18463, 19231, 19231, 
1481574510, 800529956, 14111, 13599, 14111, 11807, 12831, 14367, 15391, 14879, 14367, 14623, 15647, 14623, 15391, 14623, 14879, 15135, 15903, 16415, 15391, 16159, 16671, 16927, 16927, 16671, 17183, 
1481574520, 859868049, 12831, 12063, 12063, 11039, 11039, 13855, 13855, 13599, 14367, 13599, 13855, 13599, 13855, 13343, 13343, 13855, 14111, 14623, 14111, 14879, 15135, 15135, 15647, 15391, 16159, 
