1481574420, 574825048, 58654, 58654, 57118, 57886, 57630, 58398, 58142, 56862, 57374, 56862, 57886, 57886, 58398, 57374, 57374, 58398, 57374, 57886, 57118, 57118, 58398, 57886, 57630, 56606, 57886, 
1481574430, 595509052, 56606, 56094, 53534, 55838, 55326, 55070, 54814, 54302, 55070, 54558, 54814, 54558, 54558, 54814, 54302, 55582, 54302, 55070, 54046, 54814, 55326, 54814, 54814, 53790, 55070, 
1481574440, 616421937, 53534, 54046, 51742, 52766, 52254, 53790, 52254, 51486, 52766, 51230, 53278, 52766, 53534, 52510, 52254, 53022, 51486, 52510, 51486, 51742, 52510, 51742, 52766, 52766, 52254, 
1481574450, 637303113, 12319, 11295, 11807, 11039, 10015, 11551, 11039, 11807, 9503, 9503, 12319, 10527, 11295, 10271, 10015, 11039, 10783, 10271, 10527, 10271, 12319, 11295, 10271, 10527, 10527, 
1481574460, 696307897, 25375, 24863, 25119, 23839, 23327, 24351, 23839, 24351, 24095, 24095, 24863, 24095, 24351, 23583, 23839, 24607, 24095, 23839, 23071, 23327, 24095, 23839, 22815, 23327, 22559, 
1481574470, 717547893, 24095, 23583, 24863, 23327, 23583, 22303, 22559, 23583, 22815, 23583, 23071, 23071, 23583, 23583, 22815, 23327, 23839, 22815, 22303, 22559, 22559, 22815, 22559, 22815, 22815, 
1481574480, 737989902, 22047, 21023, 22047, 21279, 19999, 21023, 19487, 21023, 20511, 20511, 20767, 20255, 21023, 19999, 20255, 20767, 21023, 20511, 19743, 19999, 20767, 20767, 19487, 19999, 19743, 
1481574490, 758820056, 19231, 18719, 18719, 18207, 17695, 17951, 17439, 18719, 18975, 17951, 17951, 17695, 18719, 17183, 17695, 17951, 18975, 17951, 18463, 17439, 17951, 18975, 17183, 17951, 17695, 
1481574500, 779447078, 16159, 16927, 17183, 16415, 16415, 15647, 15135, 15903, 15135, 16159, 15903, 15647, 16415, 15391, 15903, 15391, 16159, 15135, 16159, 15647, 15903, 17183, 14367, 15903, 16671, 
1481574510, 800529956, 14879, 14879, 15903, 14623, 13343, 13855, 13855, 14367, 13599, 14623, 14111, 13599, 14367, 14111, 14111, 14367, 14111, 13855, 14879, 13855, 14111, 14111, 13599, 14111, 13343, 
1481574520, 859868049, 13087, 13343, 13599, 12575, 12831, 13087, 12831, 12575, 12063, 12831, 12063, 12831, 13343, 12575, 13087, 12319, 13855, 12319, 13343, 12575, 13087, 12575, 11551, 13087, 13087, 
1481574530, 880192995, 12319, 12063, 12575, 11551, 12319, 11551, 11039, 11807, 11039, 12319, 12319, 11295, 13343, 12063, 12319, 12063, 12831, 12063, 11807, 12319, 12831, 11807, 11039, 11295, 11807, 
1481574540, 901365995, 11551, 12831, 12063, 12063, 11551, 11039, 11039, 11551, 11295, 11295, 11551, 11551, 11295, 11807, 11807, 11807, 13343, 11551, 12575, 11551, 11807, 11807, 11039, 11807, 11295, 
1481574550, 921804904, 11295, 12063, 11807, 11551, 10783, 10783, 10527, 10271, 10271, 10783, 11551, 10783, 11807, 11039, 11807, 11551, 12575, 11295, 11039, 11295, 11807, 11551, 10527, 11039, 11039, 
1481574560, 942840099, 11039, 10783, 12063, 10783, 10783, 10527, 10783, 10527, 10783, 10271, 9759, 10271, 10783, 10527, 11551, 11295, 11807, 10271, 11039, 11039, 11551, 11039, 10271, 10271, 10271, 
1481574570, 963556051, 11807, 11039, 11551, 10527, 10271, 11295, 11295, 10783, 10271, 9759, 10783, 11039, 10783, 11295, 10783, 12063, 11551, 10783, 11295, 10783, 11295, 11551, 10015, 11551, 10783, 
1481574580, 984224081, 10527, 10527, 11295, 10783, 11039, 11295, 10271, 10527, 9503, 10271, 10015, 9759, 10271, 9759, 10527, 10271, 11039, 11039, 9759, 10527, 10783, 9759, 9247, 11039, 10271, 
