heat_flux_time_[ms],heat_flux_[W/m^2],thermocouple1_time_[ms],thermocouple1_[degC],thermocouple2_time_[ms],thermocouple2_[deg_C]
0.195000,-632.835600,0.193000,20.093750,0.128000,26.143750,
0.389000,-647.167333,0.387000,19.577083,0.323000,26.027083,
0.584000,-659.259733,0.582000,18.888194,0.517000,25.988194,
0.778000,-666.873467,0.776000,18.008565,0.711000,25.975231,
0.972000,-673.591467,0.970000,17.315355,0.906000,25.970910,
1.172000,-682.100933,1.165000,16.700952,1.100000,25.969470,
1.361000,-686.131733,1.359000,16.096151,1.294000,25.968990,
1.558000,-688.371067,1.554000,15.644550,1.489000,25.968830,
1.750000,-688.371067,1.748000,15.227350,1.684000,25.968777,
1.945000,-690.610400,1.943000,14.821617,1.878000,25.968759,
2.139000,-691.954000,2.137000,14.436372,2.072000,25.968753,
2.333000,-697.776267,2.331000,14.041291,2.267000,25.968751,
2.527000,-706.285733,2.526000,13.776264,2.461000,26.085417,
2.725000,-713.899467,2.720000,13.571255,2.656000,26.007639,
2.917000,-717.482400,2.915000,13.369585,2.850000,25.981713,
3.112000,-719.721733,3.109000,13.169028,3.044000,25.973071,
3.306000,-720.617467,3.303000,12.968843,3.239000,25.970190,
3.500000,-721.513200,3.498000,12.768781,3.433000,25.969230,
3.697000,-723.752533,3.693000,12.568760,3.628000,25.968910,
3.888000,-725.096133,3.887000,12.385420,3.823000,25.968803,
4.083000,-725.991867,4.081000,12.324307,4.016000,25.968768,
4.277000,-726.439733,4.276000,12.170602,4.211000,25.968756,
4.472000,-727.335467,4.470000,11.986034,4.406000,25.968752,
4.666000,-728.231200,4.664000,11.924511,4.600000,25.968751,
4.860000,-727.783333,4.859000,11.883170,4.794000,25.947917,
5.055000,-728.231200,5.053000,11.736057,4.989000,25.940972,
5.250000,-729.126933,5.248000,11.687019,5.184000,25.938657,
5.444000,-729.574800,5.442000,11.537340,5.378000,25.937886,
5.638000,-730.022667,5.637000,11.487447,5.572000,25.937629,
5.833000,-729.574800,5.831000,11.470816,5.766000,25.937543,
6.027000,-730.022667,6.025000,11.348605,5.961000,25.937514,
6.221000,-729.126933,6.220000,11.307868,6.155000,25.937505,
6.419000,-728.679067,6.415000,11.294289,6.351000,25.937502,
6.611000,-730.470533,6.609000,11.289763,6.545000,25.937501,
6.805000,-730.918400,6.804000,11.175754,6.739000,25.958334,
7.000000,-730.470533,6.998000,11.116918,6.934000,25.944445,
7.198000,-730.918400,7.193000,11.118139,7.128000,25.960648,
7.391000,-731.366267,7.387000,11.118546,7.323000,25.966049,
7.585000,-732.262000,7.582000,11.118682,7.518000,25.967850,
7.779000,-732.709867,7.776000,10.985394,7.712000,25.968450,
7.974000,-732.709867,7.971000,10.940965,7.906000,25.968650,
8.166000,-731.814133,8.165000,10.926155,8.100000,25.968717,
8.363000,-732.709867,8.359000,10.921218,8.295000,25.968739,
8.556000,-732.709867,8.554000,10.786239,8.490000,25.968746,
8.750000,-732.709867,8.748000,10.874580,8.684000,25.968749,
8.945000,-733.157733,8.943000,10.770693,8.878000,25.968750,
9.139000,-733.157733,9.137000,10.736064,9.073000,25.968750,
9.333000,-733.157733,9.332000,10.724521,9.267000,25.968750,
9.528000,-733.157733,9.526000,10.720674,9.461000,25.968750,
9.723000,-733.157733,9.720000,10.586058,9.656000,25.968750,
9.917000,-733.157733,9.915000,10.674519,9.850000,25.968750,
10.114000,-731.366267,10.109000,10.570673,10.045000,25.968750,
10.306000,-728.679067,10.304000,10.536058,10.239000,25.968750,
10.503000,-728.231200,10.498000,10.524519,10.433000,26.085417,
10.695000,-728.679067,10.693000,10.520673,10.628000,26.007639,
10.889000,-729.126933,10.887000,10.519391,10.823000,25.981713,
11.084000,-729.574800,11.081000,10.518964,11.017000,26.089738,
11.280000,-729.574800,11.276000,10.518821,11.211000,26.009079,
11.471000,-729.574800,11.470000,10.518774,11.406000,26.098860,
11.673000,-729.574800,11.665000,10.402091,11.600000,26.012120,
11.861000,-728.679067,11.859000,10.479864,11.794000,25.983207,
12.059000,-728.679067,12.054000,10.505788,11.989000,25.973569,
12.249000,-729.126933,12.248000,10.514429,12.184000,25.970356,
12.444000,-729.126933,12.442000,10.400643,12.378000,25.969285,
12.639000,-729.574800,12.637000,10.362714,12.572000,25.968928,
12.867000,-728.679067,12.832000,10.350071,12.767000,25.968809,
13.027000,-729.126933,13.026000,10.345857,12.961000,25.968770,
13.222000,-729.126933,13.220000,10.344452,13.155000,25.968757,
13.417000,-728.231200,13.415000,10.343984,13.350000,25.968752,
13.613000,-727.783333,13.609000,10.343828,13.545000,25.968751,
13.804000,-728.679067,13.803000,10.210443,13.739000,26.085417,
13.999000,-728.231200,13.998000,10.299314,13.934000,26.007639,
14.195000,-727.783333,14.192000,10.328938,14.128000,25.981713,
14.391000,-727.783333,14.387000,10.205479,14.322000,25.973071,
14.583000,-728.231200,14.581000,10.164326,14.517000,25.970190,
14.778000,-728.679067,14.775000,10.150609,14.711000,25.969230,
14.972000,-728.679067,14.970000,10.146036,14.906000,25.968910,
15.168000,-728.231200,15.164000,10.144512,15.100000,25.968803,
15.363000,-728.231200,15.359000,10.010671,15.294000,25.968768,
15.555000,-728.231200,15.553000,10.099390,15.489000,25.968756,
15.753000,-727.335467,15.748000,10.128963,15.683000,25.968752,
15.949000,-727.783333,15.942000,10.138821,15.878000,25.968751,
16.138000,-729.126933,16.137000,10.142107,16.072000,25.968750,
16.338000,-728.679067,16.331000,10.143202,16.266000,25.968750,
16.537000,-730.470533,16.526000,10.143567,16.461000,25.968750,
16.722000,-731.366267,16.720000,10.010356,16.655000,25.968750,
16.917000,-731.366267,16.915000,9.965952,16.850000,26.085417,
17.114000,-730.918400,17.109000,9.951151,17.044000,26.124306,
17.305000,-730.022667,17.303000,9.946217,17.239000,26.020602,
17.501000,-730.022667,17.498000,9.944572,17.433000,25.986034,
17.696000,-730.022667,17.692000,9.944024,17.627000,25.974511,
17.888000,-731.366267,17.886000,9.964675,17.822000,25.991504,
18.086000,-731.366267,18.081000,9.971558,18.016000,25.997168,
18.279000,-731.814133,18.275000,9.973853,18.210000,25.999056,
18.473000,-730.918400,18.469000,9.974618,18.405000,25.999685,
18.666000,-729.126933,18.664000,9.974873,18.600000,26.116562,
18.860000,-728.679067,18.858000,9.974958,18.794000,26.155521,
19.055000,-728.679067,19.053000,9.954153,18.988000,26.031007,
19.248000,-728.679067,19.247000,9.947218,19.182000,25.989502,
19.443000,-730.022667,19.441000,9.944906,19.377000,26.092334,
19.639000,-730.470533,19.636000,9.944135,19.572000,26.009945,
19.831000,-729.574800,19.830000,9.943878,19.765000,26.099148,
20.032000,-727.335467,20.025000,9.943793,19.961000,26.012216,
20.221000,-725.991867,20.219000,9.943764,20.155000,25.983239,
20.416000,-725.096133,20.414000,9.810421,20.349000,25.973580,
20.609000,-725.544000,20.608000,9.899307,20.544000,25.970360,
20.805000,-725.096133,20.802000,9.795602,20.738000,25.969287,
20.998000,-725.544000,20.997000,9.761034,20.933000,25.968929,
21.194000,-726.439733,21.191000,9.770345,21.127000,26.106310,
21.387000,-728.679067,21.386000,9.752615,21.321000,26.131270,
21.581000,-728.679067,21.580000,9.746705,21.516000,26.022923,
21.776000,-727.783333,21.775000,9.744735,21.710000,25.986808,
21.970000,-726.887600,21.969000,9.744078,21.905000,25.974769,
22.165000,-727.335467,22.163000,9.764693,22.099000,25.991590,
22.359000,-727.783333,22.358000,9.771564,22.293000,25.997197,
22.557000,-726.887600,22.552000,9.753021,22.487000,25.978232,
22.750000,-727.335467,22.747000,9.746840,22.682000,25.971911,
22.955000,-726.887600,22.941000,9.765613,22.877000,25.990637,
23.138000,-726.887600,23.135000,9.771871,23.071000,25.996879,
23.333000,-726.887600,23.330000,9.773957,23.265000,25.998960,
23.525000,-727.783333,23.524000,9.774652,23.460000,25.999653,
23.723000,-728.231200,23.719000,9.754051,23.654000,25.979051,
23.917000,-727.783333,23.914000,9.747184,23.849000,25.972184,
24.111000,-727.335467,24.108000,9.744895,24.044000,25.969895,
24.307000,-727.335467,24.303000,9.610798,24.238000,25.969132,
24.498000,-728.231200,24.497000,9.699433,24.432000,26.085544,
24.693000,-728.231200,24.692000,9.728978,24.627000,26.007681,
24.888000,-725.991867,24.886000,9.759659,24.822000,26.002560,
25.082000,-726.887600,25.080000,9.769886,25.016000,26.000853,
25.277000,-726.887600,25.275000,9.752462,25.210000,25.979451,
25.471000,-725.544000,25.469000,9.767487,25.405000,26.109817,
25.665000,-725.991867,25.664000,9.772496,25.599000,26.036606,
25.859000,-725.991867,25.858000,9.640832,25.793000,26.012202,
26.054000,-725.096133,26.052000,9.730277,25.988000,26.120734,
26.249000,-725.096133,26.247000,9.626759,26.182000,26.040245,
